"Postcode","Region","Rural.urban"
42123,"Center-East","Rural"
42018,"Center-East","Rural"
42131,"Center-East","Rural"
42539,"Center-East","Rural"
42026,"Center-East","Rural"
42534,"Center-East","Rural"
42116,"Center-East","Rural"
42117,"Center-East","Rural"
42091,"Center-East","Rural"
42048,"Center-East","Rural"
42017,"Center-East","Rural"
42016,"Center-East","Rural"
42015,"Center-East","Rural"
42121,"Center-East","Rural"
42092,"Center-East","Rural"
42093,"Center-East","Rural"
42014,"Center-East","Rural"
42013,"Center-East","Rural"
42072,"Center-East","Rural"
42107,"Center-East","Rural"
42119,"Center-East","Rural"
42152,"Center-East","Rural"
42095,"Center-East","Rural"
42125,"Center-East","Rural"
42096,"Center-East","Rural"
42120,"Center-East","Rural"
42538,"Center-East","Rural"
42047,"Center-East","Rural"
42521,"Center-East","Rural"
42514,"Center-East","Rural"
42074,"Center-East","Rural"
42118,"Center-East","Rural"
42515,"Center-East","Rural"
42154,"Center-East","Rural"
42528,"Center-East","Rural"
42146,"Center-East","Rural"
42532,"Center-East","Rural"
42008,"Center-East","Rural"
42536,"Center-East","Rural"
42523,"Center-East","Rural"
42126,"Center-East","Rural"
42097,"Center-East","Rural"
42098,"Center-East","Rural"
42155,"Center-East","Rural"
42063,"Center-East","Rural"
42156,"Center-East","Rural"
42140,"Center-East","Rural"
42054,"Center-East","Rural"
42099,"Center-East","Rural"
42136,"Center-East","Rural"
42511,"Center-East","Rural"
42537,"Center-East","Rural"
42900,"Center-East","Rural"
42198,"Center-East","Rural"
42509,"Center-East","Rural"
42137,"Center-East","Rural"
42158,"Center-East","Rural"
42159,"Center-East","Rural"
42160,"Center-East","Rural"
42902,"Center-East","Rural"
42025,"Center-East","Rural"
42548,"Center-East","Rural"
42161,"Center-East","Rural"
42903,"Center-East","Rural"
42061,"Center-East","Rural"
42904,"Center-East","Rural"
42162,"Center-East","Rural"
42547,"Center-East","Rural"
42550,"Center-East","Rural"
42192,"Center-East","Rural"
42907,"Center-East","Rural"
42055,"Center-East","Rural"
42141,"Center-East","Rural"
42908,"Center-East","Rural"
42909,"Center-East","Rural"
42133,"Center-East","Rural"
42043,"Center-East","Rural"
42164,"Center-East","Rural"
42552,"Center-East","Rural"
42910,"Center-East","Rural"
42502,"Center-East","Rural"
42046,"Center-East","Rural"
42911,"Center-East","Rural"
42165,"Center-East","Rural"
42051,"Center-East","Rural"
42066,"Center-East","Rural"
42913,"Center-East","Rural"
42525,"Center-East","Rural"
42166,"Center-East","Rural"
42167,"Center-East","Rural"
42168,"Center-East","Rural"
42914,"Center-East","Rural"
42553,"Center-East","Rural"
42085,"Center-East","Rural"
42916,"Center-East","Rural"
42917,"Center-East","Rural"
42554,"Center-East","Rural"
42169,"Center-East","Rural"
42027,"Center-East","Rural"
42170,"Center-East","Rural"
42918,"Center-East","Rural"
42555,"Center-East","Rural"
42171,"Center-East","Rural"
42516,"Center-East","Rural"
42172,"Center-East","Rural"
42083,"Center-East","Rural"
42143,"Center-East","Rural"
42073,"Center-East","Rural"
42535,"Center-East","Rural"
42919,"Center-East","Rural"
42024,"Center-East","Rural"
42920,"Center-East","Rural"
42557,"Center-East","Rural"
42071,"Center-East","Rural"
42921,"Center-East","Rural"
42530,"Center-East","Rural"
42173,"Center-East","Rural"
42922,"Center-East","Rural"
42076,"Center-East","Rural"
42042,"Center-East","Rural"
42558,"Center-East","Rural"
42023,"Center-East","Rural"
42020,"Center-East","Rural"
42148,"Center-East","Rural"
42923,"Center-East","Rural"
42174,"Center-East","Rural"
42175,"Center-East","Rural"
42176,"Center-East","Rural"
42050,"Center-East","Rural"
42044,"Center-East","Rural"
42144,"Center-East","Rural"
42559,"Center-East","Rural"
42545,"Center-East","Rural"
42925,"Center-East","Rural"
42178,"Center-East","Rural"
42520,"Center-East","Rural"
42142,"Center-East","Rural"
42053,"Center-East","Rural"
42926,"Center-East","Rural"
42927,"Center-East","Rural"
42510,"Center-East","Rural"
42928,"Center-East","Rural"
42533,"Center-East","Rural"
42929,"Center-East","Rural"
42561,"Center-East","Rural"
42033,"Center-East","Rural"
42179,"Center-East","Rural"
42151,"Center-East","Rural"
42180,"Center-East","Rural"
42930,"Center-East","Rural"
42517,"Center-East","Rural"
42562,"Center-East","Rural"
42030,"Center-East","Rural"
42931,"Center-East","Rural"
42181,"Center-East","Rural"
42183,"Center-East","Rural"
42182,"Center-East","Rural"
42564,"Center-East","Rural"
42134,"Center-East","Rural"
42186,"Center-East","Rural"
41747,"Center-East","Rural"
42034,"Center-East","Rural"
42187,"Center-East","Rural"
42188,"Center-East","Rural"
42933,"Center-East","Rural"
42565,"Center-East","Rural"
42060,"Center-East","Rural"
42189,"Center-East","Rural"
42130,"Center-East","Rural"
42934,"Center-East","Rural"
41746,"Center-East","Rural"
42190,"Center-East","Rural"
42082,"Center-East","Rural"
42191,"Center-East","Rural"
42556,"Center-East","Rural"
42145,"Center-East","Rural"
42935,"Center-East","Rural"
42566,"Center-East","Rural"
42936,"Center-East","Rural"
42567,"Center-East","Rural"
42937,"Center-East","Rural"
42938,"Center-East","Rural"
41765,"Center-East","Rural"
42939,"Center-East","Rural"
42195,"Center-East","Rural"
42543,"Center-East","Rural"
42196,"Center-East","Rural"
42940,"Center-East","Rural"
42941,"Center-East","Rural"
42568,"Center-East","Rural"
42064,"Center-East","Rural"
41766,"Center-East","Rural"
42084,"Center-East","Rural"
42541,"Center-East","Rural"
42500,"Center-East","Urban"
42100,"Center-East","Urban"
42110,"Center-East","Urban"
42069,"Center-East","Rural"
42032,"Center-East","Rural"
42906,"Center-East","Rural"
42506,"Center-East","Rural"
41800,"Center-East","Urban"
41802,"Center-East","Urban"
41812,"Center-East","Urban"
42200,"Center-East","Urban"
42202,"Center-East","Urban"
42203,"Center-East","Urban"
40000,"Center-East","Urban"
40001,"Center-East","Urban"
40002,"Center-East","Urban"
40003,"Center-East","Urban"
40004,"Center-East","Urban"
40005,"Center-East","Urban"
40007,"Center-East","Urban"
40009,"Center-East","Urban"
40010,"Center-East","Urban"
40011,"Center-East","Urban"
40014,"Center-East","Urban"
40016,"Center-East","Urban"
40018,"Center-East","Urban"
40020,"Center-East","Urban"
40021,"Center-East","Urban"
40022,"Center-East","Urban"
40024,"Center-East","Urban"
40030,"Center-East","Urban"
40031,"Center-East","Urban"
40034,"Center-East","Urban"
40035,"Center-East","Urban"
42318,"Center-East","Rural"
41855,"Center-East","Rural"
41819,"Center-East","Rural"
41810,"Center-East","Rural"
41834,"Center-East","Rural"
42222,"Center-East","Rural"
41859,"Center-East","Rural"
42229,"Center-East","Rural"
42349,"Center-East","Rural"
42419,"Center-East","Rural"
41849,"Center-East","Rural"
42312,"Center-East","Rural"
42239,"Center-East","Rural"
42350,"Center-East","Rural"
41824,"Center-East","Rural"
41836,"Center-East","Rural"
42331,"Center-East","Rural"
42245,"Center-East","Rural"
41851,"Center-East","Rural"
41861,"Center-East","Rural"
42310,"Center-East","Rural"
42339,"Center-East","Rural"
41858,"Center-East","Rural"
42234,"Center-East","Rural"
41972,"Center-East","Rural"
42309,"Center-East","Rural"
42236,"Center-East","Rural"
42455,"Center-East","Rural"
42358,"Center-East","Rural"
41829,"Center-East","Rural"
42238,"Center-East","Rural"
41818,"Center-East","Rural"
42241,"Center-East","Rural"
42327,"Center-East","Rural"
41848,"Center-East","Rural"
42347,"Center-East","Rural"
42332,"Center-East","Rural"
41871,"Center-East","Rural"
42246,"Center-East","Rural"
42231,"Center-East","Rural"
41828,"Center-East","Rural"
42306,"Center-East","Rural"
42418,"Center-East","Rural"
42333,"Center-East","Rural"
42442,"Center-East","Rural"
42242,"Center-East","Rural"
42421,"Center-East","Rural"
42348,"Center-East","Rural"
42345,"Center-East","Rural"
42214,"Center-East","Rural"
42308,"Center-East","Rural"
40490,"Center-East","Rural"
42458,"Center-East","Rural"
42351,"Center-East","Rural"
41872,"Center-East","Rural"
42254,"Center-East","Rural"
41847,"Center-East","Rural"
42445,"Center-East","Rural"
42328,"Center-East","Rural"
42448,"Center-East","Rural"
42359,"Center-East","Rural"
41850,"Center-East","Rural"
42449,"Center-East","Rural"
42365,"Center-East","Rural"
42249,"Center-East","Rural"
42336,"Center-East","Rural"
42247,"Center-East","Rural"
42329,"Center-East","Rural"
42337,"Center-East","Rural"
41823,"Center-East","Rural"
42240,"Center-East","Rural"
41838,"Center-East","Rural"
41840,"Center-East","Rural"
42213,"Center-East","Rural"
42212,"Center-East","Rural"
41846,"Center-East","Rural"
41863,"Center-East","Rural"
41839,"Center-East","Rural"
42248,"Center-East","Rural"
42244,"Center-East","Rural"
41826,"Center-East","Rural"
42251,"Center-East","Rural"
42360,"Center-East","Rural"
42441,"Center-East","Rural"
42338,"Center-East","Rural"
42423,"Center-East","Rural"
41865,"Center-East","Rural"
42307,"Center-East","Rural"
42221,"Center-East","Rural"
41833,"Center-East","Rural"
41866,"Center-East","Rural"
42450,"Center-East","Rural"
42205,"Center-East","Rural"
42361,"Center-East","Rural"
42223,"Center-East","Rural"
40492,"Center-East","Rural"
42208,"Center-East","Rural"
42416,"Center-East","Rural"
42207,"Center-East","Rural"
42255,"Center-East","Rural"
41830,"Center-East","Rural"
42204,"Center-East","Rural"
42256,"Center-East","Rural"
42209,"Center-East","Rural"
42959,"Center-East","Rural"
41814,"Center-East","Rural"
42258,"Center-East","Rural"
42363,"Center-East","Rural"
42259,"Center-East","Rural"
42260,"Center-East","Rural"
41867,"Center-East","Rural"
42436,"Center-East","Rural"
42364,"Center-East","Rural"
40493,"Center-East","Rural"
41868,"Center-East","Rural"
42366,"Center-East","Rural"
42262,"Center-East","Rural"
40488,"Center-East","Rural"
42367,"Center-East","Rural"
42352,"Center-East","Rural"
42417,"Center-East","Rural"
41869,"Center-East","Rural"
42369,"Center-East","Rural"
42370,"Center-East","Rural"
41873,"Center-East","Rural"
42264,"Center-East","Rural"
42371,"Center-East","Rural"
42403,"Center-East","Rural"
42435,"Center-East","Rural"
41821,"Center-East","Rural"
41877,"Center-East","Rural"
41835,"Center-East","Rural"
42253,"Center-East","Rural"
42233,"Center-East","Rural"
41808,"Center-East","Rural"
42373,"Center-East","Rural"
42265,"Center-East","Rural"
42374,"Center-East","Rural"
41807,"Center-East","Rural"
42227,"Center-East","Rural"
42325,"Center-East","Rural"
42266,"Center-East","Rural"
40494,"Center-East","Rural"
41806,"Center-East","Rural"
42315,"Center-East","Rural"
42267,"Center-East","Rural"
41803,"Center-East","Rural"
42268,"Center-East","Rural"
41879,"Center-East","Rural"
42375,"Center-East","Rural"
42376,"Center-East","Rural"
42270,"Center-East","Rural"
41852,"Center-East","Rural"
42342,"Center-East","Rural"
42271,"Center-East","Rural"
42377,"Center-East","Rural"
41880,"Center-East","Rural"
41805,"Center-East","Rural"
42323,"Center-East","Rural"
42272,"Center-East","Rural"
42273,"Center-East","Rural"
42274,"Center-East","Rural"
41882,"Center-East","Rural"
42217,"Center-East","Rural"
42275,"Center-East","Rural"
41842,"Center-East","Rural"
42380,"Center-East","Rural"
42277,"Center-East","Rural"
42326,"Center-East","Rural"
42451,"Center-East","Rural"
42278,"Center-East","Rural"
42454,"Center-East","Rural"
42313,"Center-East","Rural"
41884,"Center-East","Rural"
42362,"Center-East","Rural"
41874,"Center-East","Rural"
42381,"Center-East","Rural"
42280,"Center-East","Rural"
41885,"Center-East","Rural"
42422,"Center-East","Rural"
42429,"Center-East","Rural"
42243,"Center-East","Rural"
42382,"Center-East","Rural"
42383,"Center-East","Rural"
42428,"Center-East","Rural"
41875,"Center-East","Rural"
41886,"Center-East","Rural"
41889,"Center-East","Rural"
42230,"Center-East","Rural"
42453,"Center-East","Rural"
41809,"Center-East","Rural"
42322,"Center-East","Rural"
41887,"Center-East","Rural"
42385,"Center-East","Rural"
42276,"Center-East","Rural"
42285,"Center-East","Rural"
42410,"Center-East","Rural"
42218,"Center-East","Rural"
42409,"Center-East","Rural"
42330,"Center-East","Rural"
42460,"Center-East","Rural"
41890,"Center-East","Rural"
41891,"Center-East","Rural"
42386,"Center-East","Rural"
42235,"Center-East","Rural"
41892,"Center-East","Rural"
41893,"Center-East","Rural"
42387,"Center-East","Rural"
42388,"Center-East","Rural"
42426,"Center-East","Rural"
42356,"Center-East","Rural"
42389,"Center-East","Rural"
42390,"Center-East","Rural"
42391,"Center-East","Rural"
41817,"Center-East","Rural"
41895,"Center-East","Rural"
42404,"Center-East","Rural"
41896,"Center-East","Rural"
42392,"Center-East","Rural"
42393,"Center-East","Rural"
42461,"Center-East","Rural"
41897,"Center-East","Rural"
42394,"Center-East","Rural"
42341,"Center-East","Rural"
42395,"Center-East","Rural"
41825,"Center-East","Rural"
42415,"Center-East","Rural"
41898,"Center-East","Rural"
42290,"Center-East","Rural"
42396,"Center-East","Rural"
42291,"Center-East","Rural"
42292,"Center-East","Rural"
42316,"Center-East","Rural"
42397,"Center-East","Rural"
42424,"Center-East","Rural"
41903,"Center-East","Rural"
42224,"Center-East","Rural"
41822,"Center-East","Rural"
41904,"Center-East","Rural"
42398,"Center-East","Rural"
42294,"Center-East","Rural"
42296,"Center-East","Rural"
42297,"Center-East","Rural"
41905,"Center-East","Rural"
42298,"Center-East","Rural"
40487,"Center-East","Rural"
42399,"Center-East","Rural"
41968,"Center-East","Rural"
42414,"Center-East","Rural"
42942,"Center-East","Rural"
42321,"Center-East","Rural"
42299,"Center-East","Rural"
42340,"Center-East","Rural"
42226,"Center-East","Rural"
41908,"Center-East","Rural"
41909,"Center-East","Rural"
40491,"Center-East","Rural"
41970,"Center-East","Rural"
42437,"Center-East","Rural"
41911,"Center-East","Rural"
42457,"Center-East","Rural"
42324,"Center-East","Rural"
42232,"Center-East","Rural"
41912,"Center-East","Rural"
41971,"Center-East","Rural"
42944,"Center-East","Rural"
41913,"Center-East","Rural"
42945,"Center-East","Rural"
41915,"Center-East","Rural"
42947,"Center-East","Rural"
41820,"Center-East","Rural"
41832,"Center-East","Rural"
41916,"Center-East","Rural"
41976,"Center-East","Rural"
42949,"Center-East","Rural"
42250,"Center-East","Rural"
42452,"Center-East","Rural"
42343,"Center-East","Rural"
42950,"Center-East","Rural"
41977,"Center-East","Rural"
41978,"Center-East","Rural"
42440,"Center-East","Rural"
42301,"Center-East","Rural"
41918,"Center-East","Rural"
41843,"Center-East","Rural"
42951,"Center-East","Rural"
41979,"Center-East","Rural"
42420,"Center-East","Rural"
41922,"Center-East","Rural"
41923,"Center-East","Rural"
42302,"Center-East","Rural"
42456,"Center-East","Rural"
41914,"Center-East","Rural"
42952,"Center-East","Rural"
42953,"Center-East","Rural"
41981,"Center-East","Rural"
41924,"Center-East","Rural"
42954,"Center-East","Rural"
42955,"Center-East","Rural"
42353,"Center-East","Rural"
41983,"Center-East","Rural"
41925,"Center-East","Rural"
41926,"Center-East","Rural"
42956,"Center-East","Rural"
41985,"Center-East","Rural"
41927,"Center-East","Rural"
42378,"Center-East","Rural"
42957,"Center-East","Rural"
42261,"Center-East","Rural"
42405,"Center-East","Rural"
42303,"Center-East","Rural"
42958,"Center-East","Rural"
41986,"Center-East","Rural"
41928,"Center-East","Rural"
42346,"Center-East","Rural"
41988,"Center-East","Rural"
41860,"Center-East","Rural"
41989,"Center-East","Rural"
42466,"Center-East","Rural"
42344,"Center-East","Rural"
41990,"Center-East","Rural"
41870,"Center-East","Rural"
42215,"Center-East","Rural"
42334,"Center-East","Rural"
41930,"Center-East","Rural"
40486,"Center-East","Rural"
42430,"Center-East","Rural"
41857,"Center-East","Rural"
41933,"Center-East","Rural"
42960,"Center-East","Rural"
41934,"Center-East","Rural"
42463,"Center-East","Rural"
41935,"Center-East","Rural"
42446,"Center-East","Rural"
42978,"Center-East","Rural"
42961,"Center-East","Rural"
41992,"Center-East","Rural"
41993,"Center-East","Rural"
42216,"Center-East","Rural"
42962,"Center-East","Rural"
41936,"Center-East","Rural"
41994,"Center-East","Rural"
42963,"Center-East","Rural"
41995,"Center-East","Rural"
41937,"Center-East","Rural"
41938,"Center-East","Rural"
42965,"Center-East","Rural"
42444,"Center-East","Rural"
42966,"Center-East","Rural"
40495,"Center-East","Rural"
41941,"Center-East","Rural"
41816,"Center-East","Rural"
42354,"Center-East","Rural"
41984,"Center-East","Rural"
41998,"Center-East","Rural"
42220,"Center-East","Rural"
41943,"Center-East","Rural"
42317,"Center-East","Rural"
42464,"Center-East","Rural"
42964,"Center-East","Rural"
41999,"Center-East","Rural"
41919,"Center-East","Rural"
42967,"Center-East","Rural"
42465,"Center-East","Rural"
42269,"Center-East","Rural"
42314,"Center-East","Rural"
42400,"Center-East","Urban"
41854,"Center-East","Urban"
42355,"Center-East","Urban"
42305,"Center-East","Urban"
42432,"Center-East","Urban"
41856,"Center-East","Urban"
42320,"Center-East","Urban"
41853,"Center-East","Rural"
42319,"Center-East","Rural"
42263,"Center-East","Rural"
41876,"Center-East","Rural"
42372,"Center-East","Rural"
41878,"Center-East","Rural"
42434,"Center-East","Rural"
42335,"Center-East","Rural"
41883,"Center-East","Rural"
42459,"Center-East","Rural"
42946,"Center-East","Rural"
42943,"Center-East","Rural"
42284,"Center-East","Rural"
42427,"Center-East","Rural"
42407,"Center-East","Rural"
42286,"Center-East","Rural"
41906,"Center-East","Rural"
42219,"Center-East","Rural"
42948,"Center-East","Rural"
41991,"Center-East","Rural"
41996,"Center-East","Rural"
41400,"Center-East","Urban"
41220,"Center-East","Urban"
41000,"Center-East","Urban"
41100,"Center-East","Urban"
41101,"Center-East","Urban"
41103,"Center-East","Urban"
41106,"Center-East","Urban"
41107,"Center-East","Urban"
41108,"Center-East","Urban"
41109,"Center-East","Urban"
41212,"Center-East","Rural"
41462,"Center-East","Rural"
41409,"Center-East","Rural"
41411,"Center-East","Rural"
41147,"Center-East","Rural"
41437,"Center-East","Rural"
41214,"Center-East","Rural"
41447,"Center-East","Rural"
41121,"Center-East","Rural"
41125,"Center-East","Rural"
41043,"Center-East","Rural"
41464,"Center-East","Rural"
41217,"Center-East","Rural"
41031,"Center-East","Rural"
41026,"Center-East","Rural"
41033,"Center-East","Rural"
41148,"Center-East","Rural"
41245,"Center-East","Rural"
41001,"Center-East","Rural"
41490,"Center-East","Rural"
41465,"Center-East","Rural"
41415,"Center-East","Rural"
41477,"Center-East","Rural"
41111,"Center-East","Rural"
41242,"Center-East","Rural"
41029,"Center-East","Rural"
41132,"Center-East","Rural"
41246,"Center-East","Rural"
41110,"Center-East","Rural"
41239,"Center-East","Rural"
41401,"Center-East","Rural"
41032,"Center-East","Rural"
41435,"Center-East","Rural"
41243,"Center-East","Rural"
41475,"Center-East","Rural"
41129,"Center-East","Rural"
41449,"Center-East","Rural"
41035,"Center-East","Rural"
41049,"Center-East","Rural"
41225,"Center-East","Rural"
41208,"Center-East","Rural"
41117,"Center-East","Rural"
41207,"Center-East","Rural"
41219,"Center-East","Rural"
41438,"Center-East","Rural"
41213,"Center-East","Rural"
41456,"Center-East","Rural"
41471,"Center-East","Rural"
41034,"Center-East","Rural"
41041,"Center-East","Rural"
41141,"Center-East","Rural"
41028,"Center-East","Rural"
41448,"Center-East","Rural"
41238,"Center-East","Rural"
41450,"Center-East","Rural"
41021,"Center-East","Rural"
41237,"Center-East","Rural"
41434,"Center-East","Rural"
41113,"Center-East","Rural"
41201,"Center-East","Rural"
41209,"Center-East","Rural"
41457,"Center-East","Rural"
41112,"Center-East","Rural"
41458,"Center-East","Rural"
41053,"Center-East","Rural"
41019,"Center-East","Rural"
41443,"Center-East","Rural"
41145,"Center-East","Rural"
41433,"Center-East","Rural"
41244,"Center-East","Rural"
41122,"Center-East","Rural"
41419,"Center-East","Rural"
41418,"Center-East","Rural"
41221,"Center-East","Rural"
41459,"Center-East","Rural"
41037,"Center-East","Rural"
41039,"Center-East","Rural"
41024,"Center-East","Rural"
41428,"Center-East","Rural"
41042,"Center-East","Rural"
41128,"Center-East","Rural"
41139,"Center-East","Rural"
41017,"Center-East","Rural"
41426,"Center-East","Rural"
41038,"Center-East","Rural"
41126,"Center-East","Rural"
41048,"Center-East","Rural"
41227,"Center-East","Rural"
41417,"Center-East","Rural"
41047,"Center-East","Rural"
41149,"Center-East","Rural"
41016,"Center-East","Rural"
41015,"Center-East","Rural"
41205,"Center-East","Rural"
41131,"Center-East","Rural"
41416,"Center-East","Rural"
41224,"Center-East","Rural"
41413,"Center-East","Rural"
41138,"Center-East","Rural"
41467,"Center-East","Rural"
41025,"Center-East","Rural"
41241,"Center-East","Rural"
41130,"Center-East","Rural"
41468,"Center-East","Rural"
41150,"Center-East","Rural"
41408,"Center-East","Rural"
41455,"Center-East","Rural"
41045,"Center-East","Rural"
41020,"Center-East","Rural"
41057,"Center-East","Rural"
41453,"Center-East","Rural"
41120,"Center-East","Rural"
41204,"Center-East","Rural"
41247,"Center-East","Rural"
41203,"Center-East","Rural"
41240,"Center-East","Rural"
41118,"Center-East","Rural"
41040,"Center-East","Rural"
41231,"Center-East","Rural"
41233,"Center-East","Rural"
41405,"Center-East","Rural"
41014,"Center-East","Rural"
41460,"Center-East","Rural"
41403,"Center-East","Rural"
41052,"Center-East","Rural"
41123,"Center-East","Rural"
41114,"Center-East","Rural"
41013,"Center-East","Rural"
41452,"Center-East","Rural"
41058,"Center-East","Rural"
41402,"Center-East","Rural"
41440,"Center-East","Rural"
41235,"Center-East","Rural"
41414,"Center-East","Rural"
41249,"Center-East","Rural"
41236,"Center-East","Rural"
41054,"Center-East","Rural"
41051,"Center-East","Rural"
41252,"Center-East","Rural"
41253,"Center-East","Rural"
41036,"Center-East","Rural"
41445,"Center-East","Rural"
41105,"Center-East","Rural"
41454,"Center-East","Rural"
41005,"Center-East","Rural"
41254,"Center-East","Rural"
41423,"Center-East","Rural"
41436,"Center-East","Rural"
41473,"Center-East","Rural"
41474,"Center-East","Rural"
41124,"Center-East","Rural"
41133,"Center-East","Rural"
41151,"Center-East","Rural"
41412,"Center-East","Rural"
41006,"Center-East","Rural"
41255,"Center-East","Rural"
41442,"Center-East","Rural"
41030,"Center-East","Rural"
41444,"Center-East","Rural"
41256,"Center-East","Rural"
41210,"Center-East","Rural"
41441,"Center-East","Rural"
41023,"Center-East","Rural"
41478,"Center-East","Rural"
41420,"Center-East","Rural"
41060,"Center-East","Rural"
41144,"Center-East","Rural"
41479,"Center-East","Rural"
41480,"Center-East","Rural"
41012,"Center-East","Rural"
41257,"Center-East","Rural"
41463,"Center-East","Rural"
41011,"Center-East","Rural"
41422,"Center-East","Rural"
41044,"Center-East","Rural"
41230,"Center-East","Rural"
41258,"Center-East","Rural"
41410,"Center-East","Rural"
41481,"Center-East","Rural"
41061,"Center-East","Rural"
41007,"Center-East","Rural"
41476,"Center-East","Rural"
41152,"Center-East","Rural"
41483,"Center-East","Rural"
41143,"Center-East","Rural"
41009,"Center-East","Rural"
41050,"Center-East","Rural"
41461,"Center-East","Rural"
41027,"Center-East","Rural"
41062,"Center-East","Rural"
41259,"Center-East","Rural"
41127,"Center-East","Rural"
41223,"Center-East","Rural"
41008,"Center-East","Rural"
41211,"Center-East","Rural"
41260,"Center-East","Rural"
41451,"Center-East","Rural"
41135,"Center-East","Rural"
41488,"Center-East","Rural"
41063,"Center-East","Rural"
41421,"Center-East","Rural"
41140,"Center-East","Urban"
41432,"Center-East","Urban"
41022,"Center-East","Urban"
41226,"Center-East","Urban"
41470,"Center-East","Urban"
41200,"Center-East","Urban"
41446,"Center-East","Rural"
41431,"Center-East","Rural"
41004,"Center-East","Rural"
41202,"Center-East","Rural"
41046,"Center-East","Rural"
41234,"Center-East","Rural"
41002,"Center-East","Rural"
41003,"Center-East","Rural"
47002,"West","Urban"
47003,"West","Urban"
47004,"West","Urban"
47401,"West","Urban"
47402,"West","Urban"
47025,"West","Urban"
47101,"West","Urban"
47014,"West","Rural"
47111,"West","Rural"
47108,"West","Rural"
47067,"West","Rural"
47126,"West","Rural"
47065,"West","Rural"
47440,"West","Rural"
47141,"West","Rural"
47453,"West","Rural"
47013,"West","Rural"
47134,"West","Rural"
47026,"West","Rural"
47323,"West","Rural"
47115,"West","Rural"
47009,"West","Rural"
47412,"West","Rural"
47058,"West","Rural"
47410,"West","Rural"
47140,"West","Rural"
47443,"West","Rural"
47024,"West","Rural"
47314,"West","Rural"
47018,"West","Rural"
47442,"West","Rural"
47113,"West","Rural"
47445,"West","Rural"
47056,"West","Rural"
47110,"West","Rural"
47311,"West","Rural"
47020,"West","Rural"
47320,"West","Rural"
47144,"West","Rural"
47153,"West","Rural"
47413,"West","Rural"
47017,"West","Rural"
47161,"West","Rural"
47430,"West","Rural"
47434,"West","Rural"
47015,"West","Rural"
47071,"West","Rural"
47432,"West","Rural"
47150,"West","Rural"
47435,"West","Rural"
47171,"West","Rural"
47417,"West","Rural"
47057,"West","Rural"
47011,"West","Rural"
47319,"West","Rural"
47042,"West","Rural"
47072,"West","Rural"
47461,"West","Rural"
47450,"West","Rural"
47160,"West","Rural"
47035,"West","Rural"
47312,"West","Rural"
47028,"West","Rural"
47023,"West","Rural"
47043,"West","Rural"
47030,"West","Rural"
47125,"West","Rural"
47439,"West","Rural"
47127,"West","Rural"
47421,"West","Rural"
47315,"West","Rural"
47122,"West","Rural"
47310,"West","Rural"
47106,"West","Rural"
47029,"West","Rural"
47347,"West","Rural"
47016,"West","Rural"
47019,"West","Rural"
47452,"West","Rural"
47066,"West","Rural"
47073,"West","Rural"
47041,"West","Rural"
47316,"West","Rural"
47021,"West","Rural"
47418,"West","Rural"
47033,"West","Rural"
47074,"West","Rural"
47022,"West","Rural"
47139,"West","Rural"
47131,"West","Rural"
47436,"West","Rural"
47449,"West","Rural"
47383,"West","Rural"
47331,"West","Rural"
47462,"West","Rural"
47324,"West","Rural"
47010,"West","Rural"
47107,"West","Rural"
47053,"West","Rural"
47165,"West","Rural"
47036,"West","Rural"
47172,"West","Rural"
47446,"West","Rural"
47117,"West","Rural"
47075,"West","Rural"
47050,"West","Rural"
47112,"West","Rural"
47037,"West","Rural"
47321,"West","Rural"
47054,"West","Rural"
47433,"West","Rural"
47052,"West","Rural"
47130,"West","Rural"
47447,"West","Rural"
47438,"West","Rural"
47059,"West","Rural"
47118,"West","Rural"
47437,"West","Rural"
47419,"West","Rural"
47327,"West","Rural"
47038,"West","Rural"
47384,"West","Rural"
47173,"West","Rural"
47156,"West","Rural"
47409,"West","Rural"
47104,"West","Rural"
47423,"West","Rural"
47424,"West","Rural"
47164,"West","Rural"
47135,"West","Rural"
47425,"West","Rural"
47328,"West","Rural"
47155,"West","Rural"
47061,"West","Rural"
47451,"West","Rural"
47454,"West","Rural"
47415,"West","Rural"
47076,"West","Rural"
47077,"West","Rural"
47157,"West","Rural"
47133,"West","Rural"
47123,"West","Rural"
47448,"West","Rural"
47128,"West","Rural"
47174,"West","Rural"
47441,"West","Rural"
47455,"West","Rural"
47064,"West","Rural"
47428,"West","Rural"
47416,"West","Rural"
47109,"West","Rural"
47444,"West","Rural"
47162,"West","Rural"
47039,"West","Rural"
47078,"West","Rural"
47163,"West","Rural"
47456,"West","Rural"
47040,"West","Rural"
47346,"West","Rural"
47034,"West","Rural"
47142,"West","Rural"
47146,"West","Rural"
47330,"West","Rural"
47045,"West","Rural"
47044,"West","Rural"
47060,"West","Rural"
47055,"West","Rural"
47105,"West","Rural"
47031,"West","Rural"
47136,"West","Rural"
47046,"West","Rural"
47143,"West","Rural"
47012,"West","Rural"
47426,"West","Rural"
47411,"West","Rural"
47427,"West","Rural"
47132,"West","Rural"
47137,"West","Rural"
47322,"West","Rural"
47047,"West","Rural"
47063,"West","Rural"
47079,"West","Rural"
47051,"West","Rural"
47120,"West","Rural"
47114,"West","Rural"
47429,"West","Rural"
47154,"West","Rural"
47175,"West","Rural"
47124,"West","Rural"
47158,"West","Rural"
47121,"West","Rural"
47062,"West","Rural"
47357,"West","Rural"
