"outcode","Urbanity.outcode","Region.outcode"
"AB1","Rural","Northern UK"
"AB10","Large_urban","Northern UK"
"AB11","Large_urban","Northern UK"
"AB12","Large_urban","Northern UK"
"AB13","Rural","Northern UK"
"AB14","Rural","Northern UK"
"AB15","Large_urban","Northern UK"
"AB16","Large_urban","Northern UK"
"AB2","Rural","Northern UK"
"AB21","Large_urban","Northern UK"
"AB22","Large_urban","Northern UK"
"AB23","Large_urban","Northern UK"
"AB24","Large_urban","Northern UK"
"AB25","Large_urban","Northern UK"
"AB3","Rural","Northern UK"
"AB30","Rural","Northern UK"
"AB31","Rural","Northern UK"
"AB32","Large_urban","Northern UK"
"AB33","Rural","Northern UK"
"AB34","Rural","Northern UK"
"AB35","Rural","Northern UK"
"AB36","Rural","Northern UK"
"AB37","Rural","Northern UK"
"AB38","Rural","Northern UK"
"AB39","Large_urban","Northern UK"
"AB4","Rural","Northern UK"
"AB41","Rural","Northern UK"
"AB42","Large_urban","Northern UK"
"AB43","Large_urban","Northern UK"
"AB44","Rural","Northern UK"
"AB45","Rural","Northern UK"
"AB5","Rural","Northern UK"
"AB51","Rural","Northern UK"
"AB52","Rural","Northern UK"
"AB53","Rural","Northern UK"
"AB54","Rural","Northern UK"
"AB55","Rural","Northern UK"
"AB56","Rural","Northern UK"
"AB9","Rural","Northern UK"
"AB99","Rural","Northern UK"
"AL1","City_Town","Southern England"
"AL10","City_Town","Southern England"
"AL2","City_Town","Southern England"
"AL3","City_Town","Southern England"
"AL4","City_Town","Southern England"
"AL5","City_Town","Southern England"
"AL6","City_Town","Southern England"
"AL7","City_Town","Southern England"
"AL8","City_Town","Southern England"
"AL9","Rural","Southern England"
"B1","Large_urban","Central UK"
"B10","Large_urban","Central UK"
"B11","Large_urban","Central UK"
"B12","Large_urban","Central UK"
"B13","Large_urban","Central UK"
"B14","Large_urban","Central UK"
"B15","Large_urban","Central UK"
"B16","Large_urban","Central UK"
"B17","Large_urban","Central UK"
"B18","Large_urban","Central UK"
"B19","Large_urban","Central UK"
"B2","Large_urban","Central UK"
"B20","Large_urban","Central UK"
"B21","Large_urban","Central UK"
"B22","Large_urban","Central UK"
"B23","Large_urban","Central UK"
"B24","Large_urban","Central UK"
"B25","Large_urban","Central UK"
"B26","Large_urban","Central UK"
"B27","Large_urban","Central UK"
"B28","Large_urban","Central UK"
"B29","Large_urban","Central UK"
"B3","Large_urban","Central UK"
"B30","Large_urban","Central UK"
"B31","Large_urban","Central UK"
"B32","Large_urban","Central UK"
"B33","Large_urban","Central UK"
"B34","Large_urban","Central UK"
"B35","Large_urban","Central UK"
"B36","Large_urban","Central UK"
"B37","Large_urban","Central UK"
"B38","Large_urban","Central UK"
"B4","Large_urban","Central UK"
"B40","Rural","Central UK"
"B42","Large_urban","Central UK"
"B43","Large_urban","Central UK"
"B44","Large_urban","Central UK"
"B45","Large_urban","Central UK"
"B46","Rural","Central UK"
"B47","Large_urban","Central UK"
"B48","Rural","Central UK"
"B49","Rural","Central UK"
"B5","Large_urban","Central UK"
"B50","Rural","Central UK"
"B6","Large_urban","Central UK"
"B60","City_Town","Central UK"
"B61","City_Town","Central UK"
"B62","Large_urban","Central UK"
"B63","Large_urban","Central UK"
"B64","Large_urban","Central UK"
"B65","Large_urban","Central UK"
"B66","Large_urban","Central UK"
"B67","Large_urban","Central UK"
"B68","Large_urban","Central UK"
"B69","Large_urban","Central UK"
"B7","Large_urban","Central UK"
"B70","Large_urban","Central UK"
"B71","Large_urban","Central UK"
"B72","Large_urban","Central UK"
"B73","Large_urban","Central UK"
"B74","Large_urban","Central UK"
"B75","Large_urban","Central UK"
"B76","Large_urban","Central UK"
"B77","City_Town","Central UK"
"B78","Rural","Central UK"
"B79","City_Town","Central UK"
"B8","Large_urban","Central UK"
"B80","Rural","Central UK"
"B9","Large_urban","Central UK"
"B90","Large_urban","Central UK"
"B91","Large_urban","Central UK"
"B92","Large_urban","Central UK"
"B93","Large_urban","Central UK"
"B94","Rural","Central UK"
"B95","Rural","Central UK"
"B96","City_Town","Central UK"
"B97","City_Town","Central UK"
"B98","City_Town","Central UK"
"B99","Large_urban","Central UK"
"BA1","City_Town","Southern England"
"BA10","Rural","Southern England"
"BA11","City_Town","Southern England"
"BA12","City_Town","Southern England"
"BA13","City_Town","Southern England"
"BA14","City_Town","Southern England"
"BA15","Rural","Southern England"
"BA16","City_Town","Southern England"
"BA2","City_Town","Southern England"
"BA20","City_Town","Southern England"
"BA21","City_Town","Southern England"
"BA22","Rural","Southern England"
"BA3","City_Town","Southern England"
"BA4","City_Town","Southern England"
"BA5","City_Town","Southern England"
"BA6","Rural","Southern England"
"BA7","Rural","Southern England"
"BA8","Rural","Southern England"
"BA9","Rural","Southern England"
"BB0","City_Town","Northern England"
"BB1","City_Town","Northern England"
"BB10","City_Town","Northern England"
"BB11","City_Town","Northern England"
"BB12","City_Town","Northern England"
"BB18","City_Town","Northern England"
"BB2","City_Town","Northern England"
"BB3","City_Town","Northern England"
"BB4","City_Town","Northern England"
"BB5","City_Town","Northern England"
"BB6","City_Town","Northern England"
"BB7","Rural","Northern England"
"BB8","City_Town","Northern England"
"BB9","City_Town","Northern England"
"BB94","Rural","Northern England"
"BD1","Large_urban","Northern England"
"BD10","Large_urban","Northern England"
"BD11","Large_urban","Northern England"
"BD12","Large_urban","Northern England"
"BD13","Large_urban","Northern England"
"BD14","Large_urban","Northern England"
"BD15","Large_urban","Northern England"
"BD16","Large_urban","Northern England"
"BD17","Large_urban","Northern England"
"BD18","Large_urban","Northern England"
"BD19","Large_urban","Northern England"
"BD2","Large_urban","Northern England"
"BD20","City_Town","Northern England"
"BD21","City_Town","Northern England"
"BD22","City_Town","Northern England"
"BD23","Rural","Northern England"
"BD24","Rural","Northern England"
"BD3","Large_urban","Northern England"
"BD4","Large_urban","Northern England"
"BD5","Large_urban","Northern England"
"BD6","Large_urban","Northern England"
"BD7","Large_urban","Northern England"
"BD8","Large_urban","Northern England"
"BD9","Large_urban","Northern England"
"BD97","Large_urban","Northern England"
"BD98","Large_urban","Northern England"
"BD99","Large_urban","Northern England"
"BH1","City_Town","Southern England"
"BH10","City_Town","Southern England"
"BH11","City_Town","Southern England"
"BH12","City_Town","Southern England"
"BH13","City_Town","Southern England"
"BH14","City_Town","Southern England"
"BH15","City_Town","Southern England"
"BH16","City_Town","Southern England"
"BH17","City_Town","Southern England"
"BH18","City_Town","Southern England"
"BH19","City_Town","Southern England"
"BH2","City_Town","Southern England"
"BH20","Rural","Southern England"
"BH21","City_Town","Southern England"
"BH22","City_Town","Southern England"
"BH23","City_Town","Southern England"
"BH24","City_Town","Southern England"
"BH25","City_Town","Southern England"
"BH3","City_Town","Southern England"
"BH31","City_Town","Southern England"
"BH4","City_Town","Southern England"
"BH5","City_Town","Southern England"
"BH6","City_Town","Southern England"
"BH7","City_Town","Southern England"
"BH8","City_Town","Southern England"
"BH9","City_Town","Southern England"
"BL0","Large_urban","Northern England"
"BL1","Large_urban","Northern England"
"BL11","Large_urban","Northern England"
"BL2","Large_urban","Northern England"
"BL3","Large_urban","Northern England"
"BL4","Large_urban","Northern England"
"BL5","Large_urban","Northern England"
"BL6","City_Town","Northern England"
"BL7","Large_urban","Northern England"
"BL78","Large_urban","Northern England"
"BL8","Large_urban","Northern England"
"BL9","Large_urban","Northern England"
"BN1","City_Town","Southern England"
"BN10","City_Town","Southern England"
"BN11","City_Town","Southern England"
"BN12","City_Town","Southern England"
"BN13","City_Town","Southern England"
"BN14","City_Town","Southern England"
"BN15","City_Town","Southern England"
"BN16","City_Town","Southern England"
"BN17","City_Town","Southern England"
"BN18","Rural","Southern England"
"BN2","City_Town","Southern England"
"BN20","City_Town","Southern England"
"BN21","City_Town","Southern England"
"BN22","City_Town","Southern England"
"BN23","City_Town","Southern England"
"BN24","Rural","Southern England"
"BN25","City_Town","Southern England"
"BN26","City_Town","Southern England"
"BN27","City_Town","Southern England"
"BN3","City_Town","Southern England"
"BN4","Rural","Southern England"
"BN41","City_Town","Southern England"
"BN42","City_Town","Southern England"
"BN43","City_Town","Southern England"
"BN44","Rural","Southern England"
"BN45","Rural","Southern England"
"BN5","Rural","Southern England"
"BN50","City_Town","Southern England"
"BN51","City_Town","Southern England"
"BN52","City_Town","Southern England"
"BN6","City_Town","Southern England"
"BN7","City_Town","Southern England"
"BN8","Rural","Southern England"
"BN88","City_Town","Southern England"
"BN9","City_Town","Southern England"
"BN95","City_Town","Southern England"
"BN99","City_Town","Southern England"
"BR1","Large_urban","London"
"BR2","Large_urban","London"
"BR3","Large_urban","London"
"BR4","Large_urban","London"
"BR5","Large_urban","London"
"BR6","Large_urban","London"
"BR7","Large_urban","London"
"BR8","Large_urban","Southern England"
"BS0","City_Town","Southern England"
"BS1","City_Town","Southern England"
"BS10","City_Town","Southern England"
"BS11","City_Town","Southern England"
"BS12","Rural","Southern England"
"BS13","City_Town","Southern England"
"BS14","City_Town","Southern England"
"BS15","City_Town","Southern England"
"BS16","City_Town","Southern England"
"BS17","Rural","Southern England"
"BS18","Rural","Southern England"
"BS19","Rural","Southern England"
"BS2","City_Town","Southern England"
"BS20","City_Town","Southern England"
"BS21","City_Town","Southern England"
"BS22","City_Town","Southern England"
"BS23","City_Town","Southern England"
"BS24","City_Town","Southern England"
"BS25","Rural","Southern England"
"BS26","Rural","Southern England"
"BS27","Rural","Southern England"
"BS28","Rural","Southern England"
"BS29","Rural","Southern England"
"BS3","City_Town","Southern England"
"BS30","City_Town","Southern England"
"BS31","City_Town","Southern England"
"BS32","City_Town","Southern England"
"BS34","City_Town","Southern England"
"BS35","City_Town","Southern England"
"BS36","City_Town","Southern England"
"BS37","City_Town","Southern England"
"BS39","Rural","Southern England"
"BS4","City_Town","Southern England"
"BS40","Rural","Southern England"
"BS41","Rural","Southern England"
"BS48","City_Town","Southern England"
"BS49","City_Town","Southern England"
"BS5","City_Town","Southern England"
"BS6","City_Town","Southern England"
"BS7","City_Town","Southern England"
"BS77","City_Town","Southern England"
"BS8","City_Town","Southern England"
"BS80","City_Town","Southern England"
"BS9","City_Town","Southern England"
"BS98","City_Town","Southern England"
"BS99","City_Town","Southern England"
"BT1","Rural","Northern UK"
"BT10","Rural","Northern UK"
"BT11","Rural","Northern UK"
"BT12","Rural","Northern UK"
"BT13","Rural","Northern UK"
"BT14","Rural","Northern UK"
"BT15","Rural","Northern UK"
"BT16","Rural","Northern UK"
"BT17","Rural","Northern UK"
"BT18","Rural","Northern UK"
"BT19","Rural","Northern UK"
"BT2","Rural","Northern UK"
"BT20","Rural","Northern UK"
"BT21","Rural","Northern UK"
"BT22","Rural","Northern UK"
"BT23","Rural","Northern UK"
"BT24","Rural","Northern UK"
"BT25","Rural","Northern UK"
"BT26","Rural","Northern UK"
"BT27","Rural","Northern UK"
"BT28","Rural","Northern UK"
"BT29","Rural","Northern UK"
"BT3","Rural","Northern UK"
"BT30","Rural","Northern UK"
"BT31","Rural","Northern UK"
"BT32","Rural","Northern UK"
"BT33","Rural","Northern UK"
"BT34","Rural","Northern UK"
"BT35","Rural","Northern UK"
"BT36","Rural","Northern UK"
"BT37","Rural","Northern UK"
"BT38","Rural","Northern UK"
"BT39","Rural","Northern UK"
"BT4","Rural","Northern UK"
"BT40","Rural","Northern UK"
"BT41","Rural","Northern UK"
"BT42","Rural","Northern UK"
"BT43","Rural","Northern UK"
"BT44","Rural","Northern UK"
"BT45","Rural","Northern UK"
"BT46","Rural","Northern UK"
"BT47","Rural","Northern UK"
"BT48","Rural","Northern UK"
"BT49","Rural","Northern UK"
"BT5","Rural","Northern UK"
"BT51","Rural","Northern UK"
"BT52","Rural","Northern UK"
"BT53","Rural","Northern UK"
"BT54","Rural","Northern UK"
"BT55","Rural","Northern UK"
"BT56","Rural","Northern UK"
"BT57","Rural","Northern UK"
"BT58","Rural","Northern UK"
"BT6","Rural","Northern UK"
"BT60","Rural","Northern UK"
"BT61","Rural","Northern UK"
"BT62","Rural","Northern UK"
"BT63","Rural","Northern UK"
"BT64","Rural","Northern UK"
"BT65","Rural","Northern UK"
"BT66","Rural","Northern UK"
"BT67","Rural","Northern UK"
"BT68","Rural","Northern UK"
"BT69","Rural","Northern UK"
"BT7","Rural","Northern UK"
"BT70","Rural","Northern UK"
"BT71","Rural","Northern UK"
"BT74","Rural","Northern UK"
"BT75","Rural","Northern UK"
"BT76","Rural","Northern UK"
"BT77","Rural","Northern UK"
"BT78","Rural","Northern UK"
"BT79","Rural","Northern UK"
"BT8","Rural","Northern UK"
"BT80","Rural","Northern UK"
"BT81","Rural","Northern UK"
"BT82","Rural","Northern UK"
"BT9","Rural","Northern UK"
"BT92","Rural","Northern UK"
"BT93","Rural","Northern UK"
"BT94","Rural","Northern UK"
"BT99","Rural","Northern UK"
"CA1","City_Town","Northern England"
"CA10","Rural","Northern England"
"CA11","City_Town","Northern England"
"CA12","Rural","Northern England"
"CA13","Rural","Northern England"
"CA14","City_Town","Northern England"
"CA15","Rural","Northern England"
"CA16","Rural","Northern England"
"CA17","Rural","Northern England"
"CA18","Rural","Northern England"
"CA19","Rural","Northern England"
"CA2","City_Town","Northern England"
"CA20","Rural","Northern England"
"CA21","Rural","Northern England"
"CA22","Rural","Northern England"
"CA23","Rural","Northern England"
"CA24","Rural","Northern England"
"CA25","Rural","Northern England"
"CA26","Rural","Northern England"
"CA27","Rural","Northern England"
"CA28","City_Town","Northern England"
"CA3","City_Town","Northern England"
"CA4","Rural","Northern England"
"CA5","Rural","Northern England"
"CA6","Rural","Northern England"
"CA7","Rural","Northern England"
"CA8","Rural","Northern England"
"CA9","Rural","Northern England"
"CA95","Rural","Northern England"
"CA99","City_Town","Northern England"
"CB1","City_Town","Southern England"
"CB10","Rural","Southern England"
"CB11","City_Town","Southern England"
"CB2","City_Town","Southern England"
"CB21","Rural","Southern England"
"CB22","Rural","Southern England"
"CB23","Rural","Southern England"
"CB24","Rural","Southern England"
"CB25","Rural","Southern England"
"CB3","City_Town","Southern England"
"CB4","City_Town","Southern England"
"CB5","City_Town","Southern England"
"CB6","Rural","Southern England"
"CB7","Rural","Southern England"
"CB8","City_Town","Southern England"
"CB9","City_Town","Southern England"
"CF1","Rural","Central UK"
"CF10","City_Town","Central UK"
"CF11","City_Town","Central UK"
"CF14","City_Town","Central UK"
"CF15","City_Town","Central UK"
"CF2","City_Town","Central UK"
"CF21","Rural","Central UK"
"CF23","City_Town","Central UK"
"CF24","City_Town","Central UK"
"CF3","City_Town","Central UK"
"CF30","Rural","Central UK"
"CF31","City_Town","Central UK"
"CF32","Rural","Central UK"
"CF33","City_Town","Central UK"
"CF34","City_Town","Central UK"
"CF35","Rural","Central UK"
"CF36","City_Town","Central UK"
"CF37","City_Town","Central UK"
"CF38","City_Town","Central UK"
"CF39","Rural","Central UK"
"CF4","Rural","Central UK"
"CF40","City_Town","Central UK"
"CF41","City_Town","Central UK"
"CF42","City_Town","Central UK"
"CF43","Rural","Central UK"
"CF44","City_Town","Central UK"
"CF45","City_Town","Central UK"
"CF46","City_Town","Central UK"
"CF47","City_Town","Central UK"
"CF48","City_Town","Central UK"
"CF5","City_Town","Central UK"
"CF6","Rural","Central UK"
"CF61","City_Town","Central UK"
"CF62","City_Town","Central UK"
"CF63","City_Town","Central UK"
"CF64","City_Town","Central UK"
"CF7","Rural","Central UK"
"CF71","Rural","Central UK"
"CF72","City_Town","Central UK"
"CF8","Rural","Central UK"
"CF81","City_Town","Central UK"
"CF82","City_Town","Central UK"
"CF83","City_Town","Central UK"
"CF91","City_Town","Central UK"
"CF95","City_Town","Central UK"
"CF99","City_Town","Central UK"
"CH1","City_Town","Northern England"
"CH2","City_Town","Northern England"
"CH25","Large_urban","Northern England"
"CH26","Large_urban","Northern England"
"CH27","Large_urban","Northern England"
"CH28","Rural","Central UK"
"CH29","Rural","Central UK"
"CH3","City_Town","Northern England"
"CH30","Large_urban","Northern England"
"CH31","Large_urban","Northern England"
"CH32","Large_urban","Northern England"
"CH33","City_Town","Northern England"
"CH34","Rural","Central UK"
"CH4","City_Town","Northern England"
"CH41","Large_urban","Northern England"
"CH42","Large_urban","Northern England"
"CH43","Large_urban","Northern England"
"CH44","Large_urban","Northern England"
"CH45","Large_urban","Northern England"
"CH46","Large_urban","Northern England"
"CH47","Large_urban","Northern England"
"CH48","Large_urban","Northern England"
"CH49","Large_urban","Northern England"
"CH5","City_Town","Central UK"
"CH6","City_Town","Central UK"
"CH60","Large_urban","Northern England"
"CH61","Large_urban","Northern England"
"CH62","Large_urban","Northern England"
"CH63","Large_urban","Northern England"
"CH64","City_Town","Northern England"
"CH65","City_Town","Northern England"
"CH66","City_Town","Northern England"
"CH7","City_Town","Central UK"
"CH70","Rural","Central UK"
"CH8","City_Town","Central UK"
"CH88","Rural","Northern England"
"CH99","Rural","Northern England"
"CM0","Rural","Southern England"
"CM1","City_Town","Southern England"
"CM11","City_Town","Southern England"
"CM12","City_Town","Southern England"
"CM13","City_Town","Southern England"
"CM14","City_Town","Southern England"
"CM15","City_Town","Southern England"
"CM16","Rural","Southern England"
"CM17","City_Town","Southern England"
"CM18","City_Town","Southern England"
"CM19","City_Town","Southern England"
"CM2","City_Town","Southern England"
"CM20","City_Town","Southern England"
"CM21","City_Town","Southern England"
"CM22","Rural","Southern England"
"CM23","City_Town","Southern England"
"CM24","Rural","Southern England"
"CM3","Rural","Southern England"
"CM4","Rural","Southern England"
"CM5","Rural","Southern England"
"CM6","Rural","Southern England"
"CM7","City_Town","Southern England"
"CM77","City_Town","Southern England"
"CM8","City_Town","Southern England"
"CM9","City_Town","Southern England"
"CM92","City_Town","Southern England"
"CM98","City_Town","Southern England"
"CM99","City_Town","Southern England"
"CO1","City_Town","Southern England"
"CO10","Rural","Southern England"
"CO11","Rural","Southern England"
"CO12","City_Town","Southern England"
"CO13","City_Town","Southern England"
"CO14","City_Town","Southern England"
"CO15","City_Town","Southern England"
"CO16","Rural","Southern England"
"CO2","City_Town","Southern England"
"CO3","City_Town","Southern England"
"CO4","City_Town","Southern England"
"CO5","Rural","Southern England"
"CO6","Rural","Southern England"
"CO7","Rural","Southern England"
"CO8","Rural","Southern England"
"CO9","Rural","Southern England"
"CR0","Large_urban","London"
"CR2","Large_urban","London"
"CR3","Large_urban","Southern England"
"CR4","Large_urban","London"
"CR44","Large_urban","London"
"CR5","Large_urban","London"
"CR6","Large_urban","Southern England"
"CR7","Large_urban","London"
"CR8","Large_urban","London"
"CR9","Large_urban","London"
"CR90","Large_urban","London"
"CT1","City_Town","Southern England"
"CT10","City_Town","Southern England"
"CT11","City_Town","Southern England"
"CT12","City_Town","Southern England"
"CT13","Rural","Southern England"
"CT14","City_Town","Southern England"
"CT15","Rural","Southern England"
"CT16","City_Town","Southern England"
"CT17","City_Town","Southern England"
"CT18","Rural","Southern England"
"CT19","City_Town","Southern England"
"CT2","City_Town","Southern England"
"CT20","City_Town","Southern England"
"CT21","City_Town","Southern England"
"CT3","Rural","Southern England"
"CT4","Rural","Southern England"
"CT5","City_Town","Southern England"
"CT50","City_Town","Southern England"
"CT6","City_Town","Southern England"
"CT7","City_Town","Southern England"
"CT8","City_Town","Southern England"
"CT9","City_Town","Southern England"
"CV1","City_Town","Central UK"
"CV10","City_Town","Central UK"
"CV11","City_Town","Central UK"
"CV12","City_Town","Central UK"
"CV13","Rural","Central UK"
"CV2","City_Town","Central UK"
"CV21","City_Town","Central UK"
"CV22","City_Town","Central UK"
"CV23","Rural","Central UK"
"CV3","City_Town","Central UK"
"CV31","City_Town","Central UK"
"CV32","City_Town","Central UK"
"CV33","Rural","Central UK"
"CV34","City_Town","Central UK"
"CV35","Rural","Central UK"
"CV36","Rural","Central UK"
"CV37","City_Town","Central UK"
"CV4","City_Town","Central UK"
"CV47","Rural","Central UK"
"CV5","City_Town","Central UK"
"CV6","City_Town","Central UK"
"CV7","Rural","Central UK"
"CV8","City_Town","Central UK"
"CV9","City_Town","Central UK"
"CW1","City_Town","Northern England"
"CW10","City_Town","Northern England"
"CW11","City_Town","Northern England"
"CW12","City_Town","Northern England"
"CW2","City_Town","Northern England"
"CW3","Rural","Central UK"
"CW4","Rural","Northern England"
"CW5","City_Town","Northern England"
"CW6","Rural","Northern England"
"CW7","City_Town","Northern England"
"CW8","City_Town","Northern England"
"CW9","City_Town","Northern England"
"CW98","City_Town","Northern England"
"DA1","Large_urban","Southern England"
"DA10","Large_urban","Southern England"
"DA11","Large_urban","Southern England"
"DA12","Large_urban","Southern England"
"DA13","Rural","Southern England"
"DA14","Large_urban","London"
"DA15","Large_urban","London"
"DA16","Large_urban","London"
"DA17","Large_urban","London"
"DA18","Large_urban","London"
"DA2","Large_urban","Southern England"
"DA3","City_Town","Southern England"
"DA4","Rural","Southern England"
"DA5","Large_urban","London"
"DA6","Large_urban","London"
"DA7","Large_urban","London"
"DA8","Large_urban","London"
"DA9","Large_urban","Southern England"
"DD1","Large_urban","Northern UK"
"DD10","Large_urban","Northern UK"
"DD11","Large_urban","Northern UK"
"DD2","Large_urban","Northern UK"
"DD3","Large_urban","Northern UK"
"DD4","Large_urban","Northern UK"
"DD5","Large_urban","Northern UK"
"DD6","Rural","Northern UK"
"DD7","Large_urban","Northern UK"
"DD8","Rural","Northern UK"
"DD9","Rural","Northern UK"
"DE1","City_Town","Central UK"
"DE11","City_Town","Central UK"
"DE12","Rural","Central UK"
"DE13","City_Town","Central UK"
"DE14","City_Town","Central UK"
"DE15","City_Town","Central UK"
"DE2","Rural","Central UK"
"DE21","City_Town","Central UK"
"DE22","City_Town","Central UK"
"DE23","City_Town","Central UK"
"DE24","City_Town","Central UK"
"DE3","City_Town","Central UK"
"DE4","Rural","Central UK"
"DE45","Rural","Central UK"
"DE5","Large_urban","Central UK"
"DE55","Large_urban","Central UK"
"DE56","City_Town","Central UK"
"DE6","Rural","Central UK"
"DE65","Rural","Central UK"
"DE7","Large_urban","Central UK"
"DE72","City_Town","Central UK"
"DE73","City_Town","Central UK"
"DE74","Rural","Central UK"
"DE75","Large_urban","Central UK"
"DE99","City_Town","Central UK"
"DG1","Large_urban","Northern UK"
"DG10","Rural","Northern UK"
"DG11","Rural","Northern UK"
"DG12","Rural","Northern UK"
"DG13","Rural","Northern UK"
"DG14","Rural","Northern UK"
"DG16","Rural","Northern UK"
"DG2","Large_urban","Northern UK"
"DG3","Rural","Northern UK"
"DG4","Rural","Northern UK"
"DG5","Rural","Northern UK"
"DG6","Rural","Northern UK"
"DG7","Rural","Northern UK"
"DG8","Rural","Northern UK"
"DG9","Large_urban","Northern UK"
"DH1","City_Town","Northern England"
"DH2","Large_urban","Northern England"
"DH3","Large_urban","Northern England"
"DH4","Large_urban","Northern England"
"DH5","Large_urban","Northern England"
"DH6","Rural","Northern England"
"DH7","Rural","Northern England"
"DH8","City_Town","Northern England"
"DH9","City_Town","Northern England"
"DH97","City_Town","Northern England"
"DH98","City_Town","Northern England"
"DH99","City_Town","Northern England"
"DL1","City_Town","Northern England"
"DL10","Rural","Northern England"
"DL11","Rural","Northern England"
"DL12","Rural","Northern England"
"DL13","Rural","Northern England"
"DL14","City_Town","Northern England"
"DL15","Rural","Northern England"
"DL16","City_Town","Northern England"
"DL17","Rural","Northern England"
"DL2","Rural","Northern England"
"DL3","City_Town","Northern England"
"DL4","Rural","Northern England"
"DL5","City_Town","Northern England"
"DL6","City_Town","Northern England"
"DL7","Rural","Northern England"
"DL8","Rural","Northern England"
"DL9","City_Town","Northern England"
"DL98","City_Town","Northern England"
"DN1","Large_urban","Northern England"
"DN10","Rural","Central UK"
"DN11","Rural","Northern England"
"DN12","Large_urban","Northern England"
"DN14","Rural","Northern England"
"DN15","City_Town","Northern England"
"DN16","City_Town","Northern England"
"DN17","City_Town","Northern England"
"DN18","City_Town","Northern England"
"DN19","Rural","Northern England"
"DN2","Large_urban","Northern England"
"DN20","Rural","Northern England"
"DN21","City_Town","Central UK"
"DN22","City_Town","Central UK"
"DN3","Large_urban","Northern England"
"DN31","City_Town","Northern England"
"DN32","City_Town","Northern England"
"DN33","City_Town","Northern England"
"DN34","City_Town","Northern England"
"DN35","City_Town","Northern England"
"DN36","Rural","Northern England"
"DN37","City_Town","Northern England"
"DN38","Rural","Northern England"
"DN39","Rural","Northern England"
"DN4","Large_urban","Northern England"
"DN40","City_Town","Northern England"
"DN41","Rural","Northern England"
"DN5","Large_urban","Northern England"
"DN55","Large_urban","Northern England"
"DN6","Large_urban","Northern England"
"DN7","City_Town","Northern England"
"DN8","City_Town","Northern England"
"DN9","Rural","Northern England"
"DT1","City_Town","Southern England"
"DT10","Rural","Southern England"
"DT11","Rural","Southern England"
"DT2","Rural","Southern England"
"DT3","City_Town","Southern England"
"DT4","City_Town","Southern England"
"DT5","Rural","Southern England"
"DT6","City_Town","Southern England"
"DT7","Rural","Southern England"
"DT8","Rural","Southern England"
"DT9","Rural","Southern England"
"DY1","Large_urban","Central UK"
"DY10","City_Town","Central UK"
"DY11","City_Town","Central UK"
"DY12","Rural","Central UK"
"DY13","City_Town","Central UK"
"DY14","Rural","Central UK"
"DY2","Large_urban","Central UK"
"DY3","Large_urban","Central UK"
"DY4","Large_urban","Central UK"
"DY5","Large_urban","Central UK"
"DY6","Large_urban","Central UK"
"DY7","Rural","Central UK"
"DY8","Large_urban","Central UK"
"DY9","Large_urban","Central UK"
"E1","Large_urban","London"
"E10","Large_urban","London"
"E11","Large_urban","London"
"E12","Large_urban","London"
"E13","Large_urban","London"
"E14","Large_urban","London"
"E15","Large_urban","London"
"E16","Large_urban","London"
"E17","Large_urban","London"
"E18","Large_urban","London"
"E1W","Large_urban","London"
"E2","Large_urban","London"
"E20","Large_urban","London"
"E3","Large_urban","London"
"E4","Large_urban","London"
"E5","Large_urban","London"
"E6","Large_urban","London"
"E7","Large_urban","London"
"E77","Large_urban","London"
"E8","Large_urban","London"
"E9","Large_urban","London"
"E98","Large_urban","London"
"EC1A","Large_urban","London"
"EC1M","Large_urban","London"
"EC1N","Large_urban","London"
"EC1P","Large_urban","London"
"EC1R","Large_urban","London"
"EC1V","Large_urban","London"
"EC1Y","Large_urban","London"
"EC2A","Large_urban","London"
"EC2M","Large_urban","London"
"EC2N","Large_urban","London"
"EC2P","Large_urban","London"
"EC2R","Large_urban","London"
"EC2V","Large_urban","London"
"EC2Y","Large_urban","London"
"EC3A","Large_urban","London"
"EC3B","Large_urban","London"
"EC3M","Large_urban","London"
"EC3N","Large_urban","London"
"EC3P","Large_urban","London"
"EC3R","Large_urban","London"
"EC3V","Large_urban","London"
"EC4A","Large_urban","London"
"EC4M","Large_urban","London"
"EC4N","Large_urban","London"
"EC4P","Large_urban","London"
"EC4R","Large_urban","London"
"EC4V","Large_urban","London"
"EC4Y","Large_urban","London"
"EC50","Large_urban","London"
"EC88","Large_urban","London"
"EH1","Large_urban","Northern UK"
"EH10","Large_urban","Northern UK"
"EH11","Large_urban","Northern UK"
"EH12","Large_urban","Northern UK"
"EH13","Large_urban","Northern UK"
"EH14","Large_urban","Northern UK"
"EH15","Large_urban","Northern UK"
"EH16","Large_urban","Northern UK"
"EH17","Large_urban","Northern UK"
"EH18","Large_urban","Northern UK"
"EH19","Large_urban","Northern UK"
"EH2","Large_urban","Northern UK"
"EH20","Rural","Northern UK"
"EH21","Large_urban","Northern UK"
"EH22","Large_urban","Northern UK"
"EH23","Rural","Northern UK"
"EH24","Rural","Northern UK"
"EH25","Rural","Northern UK"
"EH26","Large_urban","Northern UK"
"EH27","Rural","Northern UK"
"EH28","Rural","Northern UK"
"EH29","Rural","Northern UK"
"EH3","Large_urban","Northern UK"
"EH30","Rural","Northern UK"
"EH31","Rural","Northern UK"
"EH32","Rural","Northern UK"
"EH33","Large_urban","Northern UK"
"EH34","Rural","Northern UK"
"EH35","Rural","Northern UK"
"EH36","Rural","Northern UK"
