"zip","region"
17719,"East"
17720,"East"
17721,"East"
17722,"East"
17723,"East"
17724,"East"
17725,"East"
17726,"East"
17727,"East"
17728,"East"
17729,"East"
17730,"East"
17731,"East"
17732,"East"
17733,"East"
17734,"East"
17735,"East"
17736,"East"
17737,"East"
17738,"East"
17739,"East"
17740,"East"
17741,"East"
17742,"East"
17743,"East"
17744,"East"
17745,"East"
17746,"East"
17747,"East"
17748,"East"
17749,"East"
17750,"East"
17751,"East"
17752,"East"
17753,"East"
17754,"East"
17755,"East"
17756,"East"
17757,"East"
17758,"East"
17759,"East"
17760,"East"
17761,"East"
17762,"East"
17763,"East"
17764,"East"
17765,"East"
17766,"East"
17767,"East"
17768,"East"
17769,"East"
17770,"East"
17771,"East"
17772,"East"
17773,"East"
17774,"East"
17775,"East"
17776,"East"
17777,"East"
17778,"East"
17779,"East"
17780,"East"
17781,"East"
17782,"East"
17783,"East"
17784,"East"
17785,"East"
17786,"East"
17787,"East"
17788,"East"
17789,"East"
17790,"East"
17791,"East"
17792,"East"
17793,"East"
17794,"East"
17795,"East"
17796,"East"
17797,"East"
17798,"East"
17799,"East"
17800,"East"
17801,"East"
17802,"East"
17803,"East"
17804,"East"
17805,"East"
17806,"East"
17807,"East"
17808,"East"
17809,"East"
17810,"East"
17811,"East"
17812,"East"
17813,"East"
17814,"East"
17815,"East"
17816,"East"
17817,"East"
17818,"East"
17819,"East"
17820,"East"
17821,"East"
17822,"East"
17823,"East"
17824,"East"
17825,"East"
17826,"East"
17827,"East"
17828,"East"
17829,"East"
17830,"East"
17831,"East"
17832,"East"
17833,"East"
17834,"East"
17835,"East"
17836,"East"
17837,"East"
17838,"East"
17839,"East"
17840,"East"
17841,"East"
17842,"East"
17843,"East"
17844,"East"
17845,"East"
17846,"East"
17847,"East"
17848,"East"
17849,"East"
17850,"East"
17851,"East"
17852,"East"
17853,"East"
17854,"East"
17855,"East"
17856,"East"
17857,"East"
17858,"East"
17859,"East"
17860,"East"
17861,"East"
17862,"East"
17863,"East"
17864,"East"
17865,"East"
17866,"East"
17867,"East"
17868,"East"
17869,"East"
17870,"East"
17871,"East"
17872,"East"
17873,"East"
17874,"East"
17875,"East"
17876,"East"
17877,"East"
17878,"East"
17879,"East"
17880,"East"
17881,"East"
17882,"East"
17883,"East"
17884,"East"
17885,"East"
17886,"East"
17887,"East"
17888,"East"
17889,"East"
17890,"East"
17891,"East"
17892,"East"
17893,"East"
17894,"East"
17895,"East"
17896,"East"
17897,"East"
17898,"East"
17899,"East"
17900,"East"
17901,"East"
17902,"East"
17903,"East"
17904,"East"
17905,"East"
17906,"East"
17907,"East"
17908,"East"
17909,"East"
17910,"East"
17911,"East"
17912,"East"
17913,"East"
17914,"East"
17915,"East"
17916,"East"
17917,"East"
17918,"East"
17919,"East"
17920,"East"
17921,"East"
17922,"East"
17923,"East"
17924,"East"
17925,"East"
17926,"East"
17927,"East"
17928,"East"
17929,"East"
17930,"East"
17931,"East"
17932,"East"
17933,"East"
17934,"East"
17935,"East"
17936,"East"
17937,"East"
17938,"East"
17939,"East"
17940,"East"
17941,"East"
17942,"East"
17943,"East"
17944,"East"
17945,"East"
17946,"East"
17947,"East"
17948,"East"
17949,"East"
17950,"East"
17951,"East"
17952,"East"
17953,"East"
17954,"East"
17955,"East"
17956,"East"
17957,"East"
17958,"East"
17959,"East"
17960,"East"
17961,"East"
17962,"East"
17963,"East"
17964,"East"
17965,"East"
17966,"East"
17967,"East"
17968,"East"
17969,"East"
17970,"East"
17971,"East"
17972,"East"
17973,"East"
17974,"East"
17975,"East"
17976,"East"
17977,"East"
17978,"East"
17979,"East"
17980,"East"
17981,"East"
17982,"East"
17983,"East"
17984,"East"
17985,"East"
17986,"East"
17987,"East"
17988,"East"
17989,"East"
