Region_quota;zip_code
Gauteng;1748
Gauteng;1749
Gauteng;1750
Gauteng;1751
Gauteng;1752
Gauteng;1753
Gauteng;1754
Gauteng;1755
Gauteng;1756
Gauteng;1757
Gauteng;1758
Gauteng;1759
Gauteng;1760
Gauteng;1761
Gauteng;1762
Gauteng;1763
Gauteng;1764
Gauteng;1765
Gauteng;1766
Gauteng;1767
Gauteng;1768
Gauteng;1769
Gauteng;1770
Gauteng;1771
Gauteng;1772
Gauteng;1773
Gauteng;1774
Gauteng;1775
Gauteng;1776
Gauteng;1777
Gauteng;1778
Gauteng;1779
Gauteng;1780
Gauteng;1781
Gauteng;1782
Gauteng;1783
Gauteng;1784
Gauteng;1785
Gauteng;1786
Gauteng;1787
Gauteng;1788
Gauteng;1789
Gauteng;1790
Gauteng;1791
Gauteng;1792
Gauteng;1793
Gauteng;1794
Gauteng;1795
Gauteng;1796
Gauteng;1797
Gauteng;1798
Gauteng;1799
Gauteng;1800
Gauteng;1801
Gauteng;1802
Gauteng;1803
Gauteng;1804
Gauteng;1805
Gauteng;1806
Gauteng;1807
Gauteng;1808
Gauteng;1809
Gauteng;1810
Gauteng;1811
Gauteng;1812
Gauteng;1813
